호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
수인선,원인재,38,21,2786,568,5846,2025,12848,4280,13708,7275,7675,4047,6295,3990,6232,4739,6496,5339,6880,5710,5827,5993,6024,6914,6254,8132,7271,10701,7333,14785,4691,10636,3676,7621,3599,7243,2691,5883,1536,4407,99,810,1,1,0,0,0,0
수인선,연수,2,0,2061,870,5275,2252,12821,4443,11359,9544,5908,5557,5519,4141,5949,4629,6403,5611,6781,5736,6352,6060,6689,6390,7413,7804,7841,10875,8733,15102,5428,10037,4611,6793,5018,6283,4130,4213,2455,3146,47,730,0,0,0,0,0,0
수인선,송도,1,0,1575,291,3502,1048,8623,2049,8783,3201,4057,2206,3405,2710,4068,2835,4532,3265,4571,3285,4230,3457,4010,3884,4095,4894,4364,6176,3983,7540,2462,5579,1644,3438,1297,3423,959,2627,466,1764,10,658,0,0,0,0,0,0
수인선,인하대,3,0,2678,357,7607,2420,18973,3837,14791,9993,7653,6531,6584,5144,7242,4956,8180,7129,8024,6504,7479,6709,8322,7770,10147,8897,10334,13681,11030,18285,5751,11112,4633,8399,4403,7869,3411,5756,2029,3718,66,1130,0,0,0,0,0,0
수인선,숭의,18,0,2692,641,4657,2448,10631,7130,8859,10412,5549,4258,4999,3503,5118,3354,5394,3843,5346,4914,5160,4360,5349,4462,6436,5817,8441,7135,8929,9161,3890,6201,2285,4196,2015,4556,1380,2946,774,1874,8,561,0,0,0,0,0,0
수인선,신포,4,0,1154,218,1158,770,2547,3082,2464,7751,1631,2635,1514,2299,2046,2420,2449,2873,2634,3120,3094,2759,3493,2678,4571,3262,4533,3392,6132,4297,2608,2158,2248,1428,1742,1220,1122,1117,542,629,1,181,0,0,0,0,0,0
수인선,인천,58,4,588,165,851,938,1732,2553,1606,3772,1258,1758,1303,2411,1664,4294,1927,4882,2129,4567,2545,4690,2752,5310,3654,3966,3681,3517,2777,3825,1760,2887,1237,1868,1070,1556,543,1421,127,885,1,278,0,0,0,0,0,0
경강선,판교,13,0,667,22,1412,5187,4251,9695,3268,23009,2160,17902,2047,7188,2601,5534,2682,4180,3135,4124,3640,3808,5952,3609,6064,3901,11293,5281,19325,4778,14385,3675,11861,1536,8126,1338,4211,925,1351,539,2,205,0,0,0,0,0,0
경강선,이매,8,0,512,18,1291,680,3926,1685,3126,2664,1635,1371,1292,862,1346,1209,1365,1028,1337,1057,1251,1088,1390,1284,1494,1550,2307,2246,2072,2617,1256,2142,1064,1003,1062,919,895,740,448,351,12,107,0,0,0,0,0,0
경강선,삼동,0,0,851,115,3051,695,9984,1946,12315,2084,5924,1170,3441,962,2528,1271,2456,1382,2575,1598,1973,1964,1961,2407,2039,3407,2970,4928,3007,7774,1403,7736,809,4494,665,3996,346,3196,124,1304,4,23,0,0,0,0,0,0
경강선,경기광주,0,0,1951,266,11124,2138,30182,4140,31172,8182,16201,3909,10349,3473,8939,4339,9373,4907,8664,6183,7393,6408,6953,8329,8085,10313,9621,15282,8479,27193,4516,24985,3012,14509,2640,12140,1453,7816,522,5801,0,17,0,0,0,0,0,0
경강선,초월,1,0,1259,66,4108,806,10839,3453,12633,5068,6566,1905,4265,1844,3964,1778,3878,1942,3825,2430,3122,2551,3213,3175,4228,4288,4907,5227,4964,9818,2376,8511,1488,7420,1234,4583,506,4574,202,3534,0,2,0,0,0,0,0,0
경강선,곤지암,1,0,698,118,1768,1297,5977,4600,5608,5964,3665,4270,2713,3437,3031,2774,3362,3177,3420,2794,3391,2460,4163,2858,5378,3353,7335,4666,6452,5395,2569,5870,1460,3235,1039,3403,422,2304,188,1650,0,0,0,0,0,0,0,0
경강선,신둔도예촌,1,0,501,110,1567,425,3777,1736,3140,3457,1968,1611,1712,992,1637,1167,1634,1323,1600,1143,1480,1101,1529,1345,2365,1770,3883,2231,3364,2775,1303,3143,837,1911,690,1884,299,1465,103,1308,0,0,0,0,0,0,0,0
경강선,이천,7,0,664,40,1999,1068,5703,4462,5464,6219,4007,4161,3869,2731,3936,3776,3827,3618,3994,3898,3704,3719,4216,3926,5223,4473,5526,5306,6544,6861,3689,5780,2771,4796,2220,2764,1091,3527,478,1794,0,311,0,0,0,0,0,0
경강선,부발,2,0,724,41,1648,1260,3948,4556,3720,5089,2623,2111,2204,1619,2543,1829,2813,1812,2400,1941,2546,1911,3064,2037,3552,2448,6212,3321,6022,3529,2310,4195,1978,3322,1348,2603,751,2804,298,1956,8,1030,0,0,0,0,0,0
경강선,세종대왕릉,0,0,155,3,437,60,805,571,623,643,517,492,490,645,485,923,482,705,522,486,638,634,766,542,894,554,841,562,733,490,285,812,170,286,90,363,35,225,6,219,0,84,0,0,0,0,0,0
경강선,여주,2,0,950,3,2429,417,4309,2526,3973,4416,3146,5238,3337,3438,3270,3833,3734,4304,4109,3529,5016,3428,6066,3149,6862,4140,5821,3511,4015,4269,3111,5695,1880,3834,1399,2125,739,2190,184,2145,1,845,0,0,0,0,0,0
5호선,방화,9,0,4555,3,9592,3316,25240,4464,22425,13218,12103,6805,9596,5471,9133,5691,9803,6942,9568,7515,8864,7645,9002,8819,11391,9935,10322,11881,10185,18690,4917,18863,3390,11116,2997,9766,2108,8884,618,5677,2,1146,0,2,0,2,0,0
5호선,개화산,2,0,3495,314,6009,4421,18022,4956,16595,10150,8722,5400,6995,4933,6477,5037,7084,5169,6968,5522,6318,5958,6648,6685,7982,7460,9616,8478,9683,13343,4733,13075,3304,7715,2600,6746,2037,6733,511,4063,9,754,1,1,0,2,0,0
5호선,김포공항,2,0,305,1686,1514,7606,4280,12248,5513,15540,6726,11890,6722,11831,9044,12739,9030,13909,11128,16013,13363,14622,15797,13744,14412,14294,18550,15360,24139,14265,16416,8611,14143,4114,13828,2120,10536,1246,1446,906,18,125,0,0,0,1,0,0
5호선,송정,31,0,3885,1215,7505,4046,18403,6720,19745,12513,13045,8150,10066,6806,9413,6950,9315,7576,9400,7901,8871,8393,9011,9404,10029,10489,12511,12768,13621,17690,7181,14961,5428,9506,4731,8177,3634,7703,1489,4877,23,519,3,7,0,1,0,0
5호선,마곡,3,1,1741,1482,5789,4304,19191,9157,18824,33955,10511,21596,8562,10053,8803,7816,8469,8499,9256,10098,10205,9020,11568,9034,15980,10231,20414,11485,29022,17590,12444,15208,8326,7959,6654,6469,4786,6886,1811,4132,19,519,0,3,0,1,0,0
5호선,발산,0,0,3124,2299,8155,13227,22813,29048,24742,88260,15127,47851,14380,23268,17210,22489,20073,23665,22019,25165,24622,23094,29328,21727,36022,22884,52368,27617,69364,41000,33585,32304,24773,16041,25093,12938,20450,10741,6868,6197,34,914,6,2,0,0,0,0
5호선,우장산,5,0,5432,760,17417,4317,48798,14687,50624,21609,26144,13661,20247,11408,19720,12018,20632,13701,19685,15867,17938,17260,20652,19583,21327,22782,20200,27841,18510,47460,10472,38602,8066,22061,6808,18926,5546,18670,1571,11546,7,783,2,7,0,0,0,0
5호선,화곡,75,0,20207,1400,34306,9001,102161,13044,130839,25865,61847,22015,39069,16679,35466,17578,36692,20766,34726,23873,29800,26541,28978,32929,31418,42124,34567,57897,35455,104065,21660,86462,15229,51894,12951,42820,10403,40557,3518,25395,21,1539,3,25,0,0,0,0
5호선,까치산,117,0,23041,1405,37783,8480,113241,10642,140615,20930,69322,17050,41818,16787,36946,19313,38389,23044,36728,25668,31422,29241,28734,38531,30611,48376,30898,63771,30583,111310,19509,93893,14964,58978,12654,51182,10012,44328,4337,28024,37,1858,5,17,0,2,0,0
5호선,신정(은행정),55,0,10478,742,20341,3803,60268,6911,74310,12604,33328,7806,17870,6544,15373,7213,15619,8522,14950,9547,12418,11060,11781,14514,12729,17660,14034,24330,14919,42809,7791,33965,5738,20301,4384,19612,4063,17437,1249,11630,3,262,1,7,0,0,0,0
5호선,목동,3,0,7625,1245,17996,5736,53972,12909,65803,26176,31186,19909,21371,14762,20433,13510,20747,15531,21031,18539,19736,19169,19296,22443,20544,28768,24585,41312,27703,73034,15470,54050,12671,30483,11886,25464,14491,23308,4048,13936,10,403,1,6,0,0,0,0
5호선,오목교(목동운동장앞),5,0,4147,1623,12659,7755,43580,26087,50004,69818,25851,53264,19548,29069,21691,27122,24712,28161,27146,31125,27144,30473,30053,30830,35303,35637,45035,47311,66626,71670,36060,49186,36728,24287,26283,20028,26352,18229,6990,11343,6,209,5,3,0,0,0,0
5호선,양평,5,0,1738,771,5568,3477,19806,7796,22351,34521,9561,14019,6406,5565,6068,4750,6730,4760,6973,5637,6275,5358,7212,6564,7567,7243,12994,10177,29378,19051,9231,14127,5202,7391,4064,7173,3061,6717,1205,4169,3,84,1,3,0,0,0,0
5호선,영등포구청,0,0,916,471,1921,1877,6773,4606,9695,19768,4470,9322,3567,4436,3633,3546,3974,3602,4473,4013,4430,3988,4700,4202,5301,4297,7953,5450,17289,9729,6384,5768,3782,3507,3542,3259,2438,2555,975,1920,4,8,3,5,0,0,0,0
5호선,영등포시장,2,0,2463,816,4709,4839,16017,11188,22843,31740,10461,18075,8128,11963,8836,11375,10170,11812,11272,14509,11235,13073,13604,11781,16274,11844,20582,14117,30012,22926,13621,14573,9083,8910,7574,7549,5948,6808,2034,4392,5,76,1,4,0,0,0,0
5호선,신길,61,1,1417,455,3013,2140,10999,4340,16132,13022,6461,6899,3446,2333,3223,2535,3508,2811,3552,3431,3299,3187,3388,3514,4299,4272,6296,7505,11679,14085,4576,8898,2790,6023,2820,5958,2049,5739,1003,3641,3,110,0,2,0,1,0,0
5호선,여의도,8,0,1851,2123,3428,20436,7910,112688,11927,185327,9780,63738,9799,22494,14554,20737,14444,19381,17688,21125,20353,17333,26004,16122,33839,15761,99899,20050,146986,27342,52128,14160,35347,7505,33752,6486,22079,5638,6222,3439,16,2670,3,5,0,3,0,0
5호선,여의나루,2,0,872,1154,2065,9563,4462,27498,6764,52757,4235,13541,3922,6443,4498,7033,5538,8566,6106,11636,7646,12916,11343,13484,16797,13660,34801,13786,49948,14498,22809,10120,16503,6373,15057,4184,10509,2975,3426,1621,11,404,2,2,0,0,0,0
5호선,마포,21,1,2201,1350,6784,8479,21284,20814,29588,62684,15120,33190,11800,15131,12259,13466,12854,12541,15027,13405,14462,12705,15060,13004,18980,15458,28135,21672,51042,36722,21102,23202,15529,12296,16735,9583,12745,9049,4532,5718,22,851,1,3,0,0,0,0
5호선,공덕,8,1,1716,752,4671,5781,17875,26777,24566,72246,12444,39049,9777,14530,11653,12684,13201,12613,14634,13431,14425,12467,15362,12888,19499,14650,33663,22415,61544,39306,24237,21349,17311,10573,17381,9129,13202,7911,5333,5397,34,417,1,4,0,1,0,0
5호선,애오개,13,0,1894,541,4374,3215,15736,8053,21809,26572,10473,11096,7332,6265,7415,5293,7483,6005,7866,6816,7785,6813,8819,7662,8712,8249,11928,10859,21812,18447,7530,12339,5209,7327,4161,7101,3479,6443,1059,3980,4,1745,2,5,0,0,0,0
5호선,충정로(경기대입구),15,0,916,220,1991,1238,5618,7921,7540,29781,4386,16378,3509,4310,3658,3386,4284,3262,4549,4119,5030,3590,5102,3696,5796,3808,11973,5173,27047,7624,7800,5287,4643,3559,4056,3518,2835,3217,956,2183,6,168,0,2,0,0,0,0
5호선,서대문,9,0,2525,1125,5176,13370,15011,49058,19552,126305,13974,38811,13478,18065,15432,14688,16086,14782,15440,18133,18524,14835,22125,13046,29845,12363,46448,16104,92105,21130,27648,13064,19276,8294,17511,7599,11852,6607,3953,4189,14,389,0,4,0,0,0,0
5호선,광화문(세종문화회관),3,0,776,722,2807,21264,7500,73119,12044,236957,10520,99674,10550,36384,15685,34439,18732,30401,25070,33593,29774,29307,36702,24954,48244,23847,92925,27584,185699,34438,71830,17972,49127,7583,52259,5673,31248,4014,9647,2797,15,230,1,2,0,0,0,0
5호선,종로3가,25,0,1153,498,1878,4920,3101,13182,3511,35298,3486,29974,4819,23175,7868,24857,11773,25257,14671,26604,17954,23808,21812,20828,27284,20265,36305,20735,51789,25313,30014,14223,25315,6767,27764,4796,23377,3697,9363,2687,29,383,17,7,0,0,0,0
5호선,을지로4가,2,1,307,335,486,4993,1042,14176,1566,38787,2033,18500,2885,10537,4318,9062,4960,8017,6177,7819,7836,7471,9270,6174,10761,4872,20088,4363,31153,4251,14984,2181,8076,1088,6528,1027,4462,580,1777,394,5,43,0,1,0,0,0,0
5호선,동대문역사문화공원(DDP),0,0,190,239,544,2030,739,7618,1342,26666,1049,10561,1125,3437,1424,2359,1378,2272,1548,2365,2103,2259,2424,2025,3006,1879,8609,2135,18093,2181,7529,1323,3692,754,2953,816,2215,669,680,462,3,49,0,0,0,0,0,0
5호선,청구,2,1,1326,281,2691,1701,6286,3788,9566,13874,6078,7141,4436,3786,4539,3465,4961,3689,5064,3939,4819,3988,4946,4312,5966,4914,7607,6613,12138,9717,7625,6865,4657,4213,3849,3932,2837,4021,1083,2709,2,128,0,2,0,0,0,0
5호선,신금호,12,0,2730,349,6124,2626,18693,8540,24764,11647,13083,6167,8423,4896,7314,5168,7830,6008,7866,6532,6822,6940,7792,8543,9667,10180,8741,14038,9966,22307,6215,15846,4512,9290,3318,8323,2508,7367,972,5150,8,405,0,1,0,0,0,0
5호선,행당,9,0,3559,715,9761,2626,28298,4816,39244,8838,18688,5642,11805,5008,10534,5379,10472,6865,10281,7614,8690,8112,9304,9749,8808,12354,9373,17132,9872,28585,6046,20103,4683,11407,3801,10805,3338,10106,1037,5706,11,388,0,3,1,2,0,0
5호선,왕십리(성동구청),12,0,1771,390,2147,2043,5177,4614,8059,17085,4591,7276,3865,5696,4554,5479,5100,5909,5582,6764,5693,6983,6493,6981,7492,8099,9428,9894,13776,14758,7903,9207,6727,4754,6614,4308,5832,3914,2711,2819,31,1272,3,4,0,3,0,0
5호선,마장,1,1,2381,610,5061,3269,13704,6289,19241,14454,10215,6520,7163,5223,6950,5620,7301,5763,6924,6092,6987,5622,6930,6626,8090,7693,9476,9860,11497,15044,6449,10722,4319,7029,3643,5861,3180,5641,1133,3195,26,352,0,4,0,1,0,0
5호선,답십리,9,0,8408,1165,16247,7173,50525,13246,68517,31520,30874,15649,18214,11395,16719,11617,17777,12805,17931,14574,16366,14956,17023,17477,19387,21108,24214,29388,30367,52237,16201,37891,10768,20972,9076,18821,6507,17532,2495,11053,39,1192,0,12,0,0,0,0
5호선,장한평,15,1,6226,1009,15329,10613,44927,19512,60518,59334,31018,27120,19222,15677,16974,13932,18956,15001,19178,16262,18769,16275,20294,18102,24386,22923,32923,31039,49648,53751,23771,40124,13430,23861,11642,19769,9092,17715,3303,9639,33,1593,2,8,0,0,0,0
5호선,군자(능동),58,0,7354,787,10227,5147,29602,6815,43162,19968,19118,13599,11575,9163,11350,9213,12324,10949,12700,12276,11890,12964,12095,15113,13645,18070,17005,27702,20731,45495,13263,32752,10360,18933,10374,15919,9091,15404,3755,10613,10,5236,2,7,0,10,0,0
5호선,아차산(어린이대공원후문),1,0,7731,1549,14350,5474,38707,11007,54366,21803,27652,19524,18415,21121,17208,18795,19823,18643,21626,19661,23204,19182,23938,20966,26280,23705,26615,30439,24844,46924,15194,37206,10544,21764,9849,17896,7403,16559,2338,10683,9,602,3,5,0,0,0,0
5호선,광나루(장신대),4,0,4754,1666,13585,7754,33676,14017,41251,27209,24456,18325,16326,18071,15595,14450,16835,14227,18474,14363,18330,14401,18931,15278,24104,18419,23769,22764,28411,33937,14362,25277,9426,16598,9127,14112,7062,13011,2046,8534,8,272,0,11,0,0,0,0
5호선,천호(풍납토성),70,0,6624,1369,10391,12273,24818,17430,29965,33187,19737,33388,18751,23098,21436,24513,24879,25359,25860,27839,26950,28525,31548,29334,35676,32446,41242,39982,48021,53674,33652,38821,32531,22168,23647,18572,19495,15604,7866,10499,36,934,3,6,0,0,0,0
5호선,강동,65,1,10919,1222,19395,11034,52500,25821,65172,44565,35042,24541,24280,15919,22214,15196,23171,16586,22896,19654,22462,19327,22762,21654,25644,24705,37182,32611,44496,49243,21518,41152,13914,24981,11011,22740,8809,21454,3023,16212,21,2066,2,20,0,0,0,0
5호선,길동,7,0,4411,545,7788,3098,19977,5446,25048,15929,12797,10255,10099,7863,9984,8183,10668,8659,10640,9267,9673,10310,9924,11777,11010,14166,12645,15986,15356,24549,7928,20094,5535,11489,5340,9359,3680,7604,1311,5319,16,791,2,3,0,0,0,0
5호선,굽은다리(강동구민회관앞),0,0,6156,530,11366,2742,32998,5610,34682,12168,18687,8033,12876,6993,12031,7253,12218,8650,12281,9542,10988,10020,10765,12226,11516,14814,12875,18685,13894,30388,7666,25368,5781,14291,5502,14385,4138,11017,997,8093,23,1320,0,3,0,0,0,0
5호선,명일,0,0,4127,646,10887,2628,33467,5792,30523,9687,15246,7697,12410,6845,11637,7129,11587,7857,10710,8882,10470,9638,9640,12159,11023,14255,11128,18359,10870,31613,6164,28274,4512,13385,4567,12598,2887,10010,1108,7396,36,1152,5,4,0,1,0,0
5호선,고덕,8,0,3203,1259,10254,5164,27291,12394,24783,15128,13400,9290,11698,8327,11647,8243,11998,8814,11236,10589,11599,10597,12616,11271,17480,12506,16077,15848,13493,23014,7153,24287,5743,11764,5470,10903,5455,8807,1539,6170,44,978,0,2,0,3,0,0
5호선,상일동,13,0,7804,944,28017,6503,79204,11131,59312,16613,28553,8275,20478,7079,18642,8623,18534,10260,17666,11841,15380,12900,15494,16046,18048,19873,20580,28816,18685,45994,9209,50107,6648,27179,4915,20262,3161,22653,1144,14732,75,2422,2,8,0,2,0,0
5호선,둔촌동,3,0,3580,579,7876,5085,20882,9581,24954,17712,12616,10303,10039,8086,9651,8192,10680,9211,10732,9751,10317,10102,10958,11630,12773,13511,15671,17841,18387,26003,9986,18970,7129,10333,6727,8803,4801,7728,1605,5059,4,56,0,1,0,0,0,0
5호선,올림픽공원(한국체대),2,0,899,854,4617,3993,10735,6437,10575,8458,6591,5024,5264,4493,5271,4750,5293,5524,5873,5996,6204,6230,7735,6036,9287,6514,10590,6510,10413,8238,5098,6994,3271,4394,2256,3302,1886,3731,510,2212,3,211,0,3,0,0,0,0
5호선,방이,1,0,1916,741,6664,3602,17075,6770,15991,22241,9107,11099,7404,7075,7667,6539,8401,7950,8334,9617,8063,9072,9251,9693,10292,12236,12412,15023,18476,19591,9709,14717,7530,8768,8704,6026,8722,6462,1626,3522,2,584,2,4,0,0,0,0
5호선,오금,0,0,1115,321,2387,2317,8181,8062,8198,18255,4932,6187,4073,3629,4347,2857,4935,3331,4588,3445,4666,3426,5257,3673,6590,4666,8957,5597,13365,7223,4378,6026,3411,3624,2704,3074,1985,3231,625,2374,3,357,0,2,0,0,0,0
5호선,개롱,0,0,3226,902,7092,3093,22859,6588,18244,14894,11171,7730,8465,5507,8465,5396,8600,6079,8791,6885,7659,7472,7909,9140,9160,11377,12033,13442,12551,17731,5796,18872,4287,9394,3890,8907,2488,8294,748,5530,5,826,2,9,0,0,0,0
5호선,거여,0,0,4282,562,9498,8575,30234,7197,26547,15677,14271,7953,10274,5447,9116,5768,9326,6530,9152,7203,8969,7943,9511,9998,12446,12144,15130,15238,13553,21009,5751,21075,4404,10665,4048,9937,2594,9043,785,5881,7,973,3,9,0,0,0,0
5호선,마천,15,0,5468,274,8751,4051,22698,3922,21998,9852,10559,7098,8105,6501,7063,5511,7663,5860,7620,5997,7289,6437,7024,8719,8654,9763,9091,11938,8196,16532,3933,16491,2935,9121,2170,8202,1173,7276,339,5536,2,969,0,3,0,0,0,0
5호선,미사,12,0,4506,31,16231,6738,54143,6244,44323,11208,22163,10398,15358,7658,13736,7976,14249,8145,12589,10073,12044,10392,11996,12536,16936,17642,18332,22197,17585,44962,9759,46440,8035,27547,7606,19094,6387,19873,2332,10635,51,3792,0,6,0,4,0,0
5호선,하남풍산,2,1,1619,8,5956,2682,19671,3943,12885,8314,6535,6164,5255,5261,5038,4911,4925,4918,5030,4680,4796,5624,5223,5269,7462,7733,9603,8442,10611,13869,5227,13698,3466,7393,3626,6152,2259,5540,461,3654,2,1107,0,5,0,3,0,0
6호선,응암,9,0,10212,1273,21974,5153,63735,9082,77931,16680,39229,11426,25342,12032,22731,12966,24124,15602,23266,16785,21000,18938,20128,23287,20873,28633,21459,38861,20952,66469,13283,55340,9832,33815,8086,27145,6622,25462,2439,17370,12,1575,2,10,0,0,0,0
6호선,역촌,0,0,1743,233,4685,1726,14173,2492,15605,7492,7934,3884,5051,3249,4821,4168,5381,4263,5372,4350,4446,4345,4341,5283,4399,6818,4845,9284,4903,15579,2788,13102,1926,6873,1656,6404,1471,5475,469,4440,2,4,2,6,0,0,0,0
6호선,불광,26,0,1457,252,3182,2326,9433,3765,11047,7229,6117,8667,5200,5897,6071,5861,6866,6201,7668,6788,8103,6941,9194,7487,10288,8188,10461,9621,9998,14053,5994,10778,4447,5676,3922,5067,2729,4872,719,3600,4,106,0,1,0,0,0,0
6호선,독바위,0,0,1746,244,4102,979,12514,1689,12396,3281,5953,4178,3715,4415,3684,3382,3966,3066,3883,3127,3736,3289,3677,3738,3749,4822,3465,5901,2767,10490,1693,9717,1118,5627,948,4424,680,4557,280,3280,4,425,0,2,0,0,0,0
6호선,연신내,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
6호선,구산,11,1,4646,184,9041,2247,24533,6724,29908,6645,14940,4696,10322,4482,9864,5792,10073,5886,9453,6396,8265,6626,9127,8327,11086,10328,9465,11873,8549,17728,5425,16980,3704,8773,3328,7572,3142,6610,905,4038,0,530,1,5,0,0,0,0
6호선,새절(신사),1,0,8576,681,17663,4223,49096,7260,57092,14647,28084,8570,18691,8270,16949,9106,17637,11294,16048,12671,14527,13318,14228,17207,16039,19531,15408,26725,15354,43751,9454,37847,6435,22751,5399,18807,4320,17598,1461,11807,6,3133,1,5,0,0,0,0
6호선,증산(명지대앞),14,4,7167,752,13170,3766,35548,5237,43526,9875,23677,6721,15527,6755,13379,7723,13573,9191,13376,10195,11851,11314,11426,13855,12107,17349,13002,21833,12397,37710,7821,30550,5586,17428,4362,17208,3626,14902,1390,9266,7,1377,3,8,0,0,0,0
6호선,디지털미디어시티,114,2,5171,2680,11755,10679,36884,24932,42404,65047,22225,25091,13242,10700,11695,9780,11926,10594,11559,11548,11626,11523,12859,13029,16644,16446,29256,22711,46579,37120,20418,29262,10419,16787,8438,14625,5890,13639,2429,8209,50,1876,4,13,0,0,0,0
6호선,월드컵경기장(성산),0,0,1034,1150,2230,2677,7962,4885,10026,8232,5782,8524,5484,11266,6557,14304,7305,13089,8677,15767,11572,16636,15709,12237,19803,9568,19338,9013,12699,10965,6534,8694,4987,5096,3920,4001,3421,3098,876,1762,5,155,0,2,0,0,0,0
6호선,마포구청,6,1,6160,1559,11969,6853,35005,13307,46666,31967,28009,14676,18062,11194,16636,10634,16274,12627,17125,13320,15488,13297,16310,16358,17987,18167,22067,23048,34245,36450,16638,27997,11180,17661,10739,15344,7812,15067,3218,9932,8,212,2,3,0,0,0,0
6호선,망원,8,0,4784,815,9187,4709,23595,7692,34346,27517,21159,26301,15719,17287,15484,19749,17503,23430,18361,26108,18983,26372,20243,27802,22996,28990,26481,34265,34865,45308,23064,33500,18514,17188,18498,14537,15801,12045,6545,9079,9,38,4,8,0,0,0,0
6호선,합정,33,0,3450,1164,4973,6136,12434,14434,18849,39138,13362,23520,10609,14518,11476,15256,13672,17035,15693,18961,16908,17585,18403,18678,21854,20649,27426,26575,43251,37819,28251,25896,23406,13533,26246,11031,23904,9621,10711,8147,23,138,11,6,0,0,0,0
6호선,상수,6,0,1999,654,3715,2486,7847,5677,12035,21167,7616,16522,5339,11749,5651,11371,7826,12819,9151,15760,9060,13625,9598,13348,11920,15186,16941,19989,23946,26992,16305,19322,13679,11144,15523,8291,16404,7199,8667,5543,21,171,4,10,0,0,0,0
6호선,광흥창(서강),1,0,2693,1146,6214,4413,16182,14582,20074,33888,13444,15132,9609,8826,10307,7365,10201,8140,10374,8412,10456,8660,10782,9544,12032,10343,17563,12932,28465,19003,12712,14425,8387,8608,7331,7646,5145,7221,1828,4301,4,200,0,1,0,0,0,0
6호선,대흥(서강대앞),11,0,2210,835,4976,3811,12270,11615,17336,28627,10848,15538,8054,9564,8540,8335,9696,9589,10543,10775,9464,9445,11281,9910,13146,11124,17575,13406,22556,19420,11104,13311,8114,7744,8229,6675,7864,6355,2694,4691,6,217,1,2,0,0,0,0
6호선,공덕,110,1,4493,1827,6952,8267,18087,31502,25946,85857,17139,45726,14824,20214,16763,16425,18223,16595,19496,17375,19478,17643,23223,17583,26936,19173,45086,24489,77226,36883,32855,24066,23725,13337,22784,11721,17739,9997,7971,7346,108,2657,9,12,0,2,0,0
6호선,효창공원앞,6,0,2348,518,4358,3844,14082,6008,22039,19684,13121,11378,8529,6423,8147,6179,8672,6506,8687,7204,8093,7237,8602,7813,10273,9352,13790,11327,19850,17026,9653,12378,5835,7557,5346,6663,3997,5565,1635,3916,11,549,1,4,0,0,0,0
6호선,삼각지,1,0,1082,622,2570,4391,5862,10989,8346,20979,5869,7940,4602,4821,5410,4799,6466,5248,7591,5377,7546,5206,8826,5338,10409,5786,15760,7289,21893,10023,9855,6876,6985,4799,6879,4347,5701,5022,2521,3362,11,254,0,3,0,0,0,0
6호선,녹사평(용산구청),21,0,1029,369,1729,3525,4398,7483,6977,15271,4914,7005,4207,5695,4351,5476,4707,7143,5345,7710,5993,7710,6664,7982,9886,8591,11638,10510,16659,13849,10167,9678,8879,5622,9502,4136,8690,3758,4506,2229,13,212,7,5,0,0,0,0
6호선,이태원,3,0,3966,1082,5330,6299,8515,9797,12589,23871,9546,17917,7497,13052,8484,12337,10385,14505,11851,16001,12839,15921,14834,17028,20320,19309,25017,24008,29252,31290,21653,25235,18799,16354,20705,13851,21455,11494,12032,8348,63,1327,16,7,0,0,0,0
6호선,한강진,6,0,505,568,1173,7181,3043,17071,4679,31817,3766,25564,3173,14031,4148,13949,5066,13757,5897,18756,7693,13717,11526,13284,19908,14353,24494,17441,29954,21563,21781,14337,16888,3908,21781,2793,20465,2297,4042,1558,11,1394,0,2,0,7,0,0
6호선,버티고개,0,0,609,259,1614,1371,4440,2605,7150,4971,4371,2905,3024,2464,2897,2201,3015,2301,2951,2744,2762,2903,3326,3234,3280,3335,4432,4334,5583,5966,3457,4853,1996,2990,1534,2919,1370,2631,507,1838,0,127,0,0,0,0,0,0
6호선,약수,3,1,1248,243,1664,2042,4273,5376,6208,15147,4641,7560,3958,4469,3846,4197,4378,3831,4678,4476,4772,4395,5123,4596,6243,4828,7925,6051,10700,7750,5677,5216,4191,3022,4333,2424,3441,2468,1535,1669,4,138,0,1,0,0,0,0
6호선,청구,2,0,1535,430,2764,2057,6590,6079,8853,21348,5430,9745,3834,4150,3907,3705,4082,3725,4279,4141,4151,3712,4472,4460,5666,5009,7199,5878,11955,6983,7807,5244,4619,3372,4149,3223,2958,3129,1188,1985,7,272,1,3,0,0,0,0
